0,1553,0,1546,0,0,0,1676,1523,1538,0,0,0,0,0,1655,0,0,1582,1582,1585,0,0,0,0,0,1486,1474,0,0,1457,1460,0,0,0,0,0,0,0,0,0,1723,1723,0,0,1614,1614,0,0,0,0,0,0,0,0,0,0,0,1493,0,1490,0,0,1476,1476,1476,1495,0,0,1410,1483,1584,0,0,1475,0,1535,1535,1390,1390,0,1437,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0
0,1553,0,1546,0,0,0,1523,1523,1503,0,0,0,0,0,1629,0,0,1582,0,0,0,0,0,0,1474,1474,1474,0,0,1433,1460,0,0,0,0,0,0,0,0,0,1723,1691,0,1614,1614,0,0,0,0,0,0,0,0,0,0,0,1493,1493,0,1490,1490,1439,0,1428,1428,0,0,0,1410,1410,1438,0,0,1452,1452,1535,0,1390,0,0,1437,0,0,0,0,0,0,0,0,0,0,1671,1671,0,0,0,0,0,0
0,1553,1525,1546,1499,1512,1512,1523,1503,1503,0,0,0,0,0,1629,1629,0,1582,0,0,0,0,0,0,0,0,1462,1462,1433,1433,1433,0,0,0,0,0,0,0,0,0,1691,1691,0,1604,1604,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,1490,1439,1439,1439,1428,0,0,0,0,0,1410,1438,1438,1443,1443,1452,1452,0,1389,1389,1389,1389,0,0,0,0,0,0,0,0,0,0,0,1671,0,1662,0,0,0,0
0,1525,1525,1499,1499,1512,0,0,0,1503,0,0,0,0,0,1629,0,0,1564,1564,1564,0,0,0,0,0,0,1462,1415,1415,0,0,0,0,0,0,0,0,0,0,0,1691,1668,1668,1597,1604,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,1395,1428,0,0,0,0,0,1405,1438,0,0,1443,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1671,1662,1662,0,0,0,0
0,0,1525,0,1499,1512,0,0,0,1459,1463,0,0,0,0,1615,1615,0,1564,1536,0,0,0,0,0,0,0,1462,0,1415,0,0,0,0,0,0,0,0,0,0,0,1668,1668,1597,1597,1604,0,0,0,0,0,0,0,0,0,0,0,0,1470,1470,0,0,0,1395,1395,0,0,0,0,1405,1405,1405,0,0,1443,0,1430,1355,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1650,1650,1662,0,0,0,0
0,0,1471,1471,1471,1471,0,0,1459,1459,1463,0,0,1568,1568,1568,1615,1536,1536,1536,1542,1542,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1378,0,0,1363,1395,0,0,0,0,0,1365,0,0,0,1430,1430,1430,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,1633,1633,1633,0,0
0,1491,0,0,1449,0,0,0,0,1459,1463,0,0,1560,0,1568,1615,0,0,1516,0,1542,1542,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1378,0,1333,1363,1363,0,0,0,0,0,1365,1365,0,0,0,0,1342,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,0,0
1491,1491,0,0,1449,1449,0,0,0,1456,1463,0,0,1560,1560,1560,0,0,1516,1516,0,1527,0,0,0,0,0,0,1388,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1333,1333,1333,1363,0,0,0,0,0,0,1365,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,1631,0,0,0
0,1491,1429,0,0,1449,0,0,1456,1456,1456,0,0,1505,0,0,0,0,1504,1516,1527,1527,0,0,0,0,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1575,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,1316,0,0,0,1533,0,0,1348,1348,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,0,0
0,1429,1429,0,0,1447,1447,1447,0,0,1442,1442,1442,1505,1505,0,0,1504,1504,0,1521,1527,0,0,0,0,0,0,1381,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,1316,1533,1533,1533,0,0,1348,0,0,0,0,0,1329,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,1609,0,0
0,1429,0,0,0,1447,0,0,0,0,1442,1425,0,0,1505,0,0,1504,1497,0,1521,1521,0,0,0,0,0,0,1381,1381,0,0,0,1479,1479,0,0,0,0,0,0,1555,0,1575,0,0,0,1642,1642,1642,1642,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,1445,1445,0,1348,0,0,0,0,0,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,0,0,0
1420,1420,1420,1420,1391,1391,1391,0,0,1425,1425,1425,0,0,1469,0,0,0,1497,1497,1518,1521,0,0,0,0,0,0,0,1381,0,0,1478,1479,0,0,0,0,0,0,0,1555,1555,1555,0,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,1314,1314,1314,0,0,1445,0,1340,0,0,1386,1386,0,0,1329,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,1627,0,0,1609,0,0,0
1369,1369,1369,1369,1391,1317,1317,0,0,1396,1396,1396,0,0,1469,1469,1469,1472,1472,1497,1518,1518,1518,0,0,0,0,0,0,1361,1361,0,1478,1478,1467,0,0,0,0,0,1531,1532,1532,1532,1532,0,0,0,0,1641,1641,0,0,0,0,0,0,0,0,0,0,0,1310,1310,0,0,0,0,1445,1340,1340,0,0,1386,0,0,1322,1322,1328,1328,0,0,0,0,0,0,0,0,0,1570,0,0,1603,1627,1627,1601,1601,1601,1766,0
0,0,1359,1359,0,0,1317,0,0,0,1380,0,0,0,0,1409,1435,1435,1472,1472,0,0,1514,1514,1514,0,0,0,0,1361,0,0,1478,1467,1467,0,0,0,0,0,1531,1531,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,1344,0,1340,1307,0,1386,0,0,1322,1297,1297,1328,0,0,0,0,0,0,0,0,1570,1570,1603,1603,1603,0,0,1595,1595,1601,1766,1766
0,0,0,1359,1359,0,1317,0,0,1380,1380,0,0,0,1466,1409,0,1435,1403,0,0,1507,1507,0,1514,0,0,0,0,1361,0,0,0,0,1467,0,0,0,0,0,1531,0,0,0,0,0,0,0,1588,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,1320,1344,1344,0,1307,1307,1294,1323,1323,1323,1322,1297,1262,1262,0,0,0,0,0,0,0,0,1558,0,1566,0,1586,0,0,0,1595,0,0,1766
0,0,0,1295,1295,1295,1295,0,0,1380,0,0,0,1466,1466,1409,0,1435,1403,1403,0,1507,0,0,1465,1465,0,0,0,1343,1343,1387,1387,1387,1387,0,0,0,0,0,1513,0,0,0,0,1573,1573,1573,1573,1588,1588,0,0,1552,0,0,0,0,0,0,0,0,1302,1302,1320,1320,1320,1344,0,0,1307,1294,1294,1323,0,0,0,1297,1262,0,0,0,0,0,0,0,1558,1558,1566,1566,1566,1586,1586,1586,0,0,1595,0,0,1628
0,0,0,0,0,0,1276,1276,0,1376,1376,1376,1376,1406,1466,1409,0,1385,1385,1403,0,1507,1432,1432,1432,1465,0,0,0,0,1343,1343,0,0,0,0,0,0,0,0,1513,1513,0,0,0,0,0,1508,1508,0,0,0,1552,1552,1552,0,0,0,0,0,0,0,0,0,0,1296,1296,1296,1296,0,0,1294,1277,1277,1277,1277,0,0,1262,0,0,0,0,0,0,0,0,0,1522,0,1562,1562,0,0,0,0,1592,0,1628,1628
0,0,0,0,0,0,0,1276,0,0,0,1371,0,1406,1406,1399,0,1385,0,0,0,1412,1412,0,1432,1465,0,0,0,0,1331,0,0,0,0,0,0,0,0,0,1513,0,0,0,0,0,0,1508,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,0,1253,1253,1253,1253,0,0,0,0,0,0,0,0,0,1522,1522,1562,0,0,0,0,0,1592,1592,1628,0
0,0,0,0,0,0,0,1276,0,0,1308,1371,1371,1406,1399,1399,0,1385,0,0,1397,0,1412,1412,0,0,0,0,0,0,1331,1331,0,0,0,0,0,0,0,1487,1487,0,0,0,0,0,0,1508,1501,0,1554,1554,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,1264,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,1446,1446,0,0,1522,1562,0,0,0,0,0,0,1592,1591,0
0,0,0,0,0,1248,1248,1248,0,0,1308,1308,1371,0,1399,1379,1379,1379,1397,1397,1397,0,1375,0,0,0,0,0,0,0,0,1331,0,0,0,0,0,0,0,0,1487,0,0,0,0,0,1501,1501,1501,0,0,1554,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,1184,1184,0,0,0,0,0,0,0,1446,1446,0,1451,1451,1496,1496,0,1577,1577,0,0,0,1591,1591,0
0,0,1341,0,0,1165,0,1248,0,0,0,1308,0,0,0,1370,1370,1374,1374,1374,1352,0,1375,0,0,0,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,1487,0,0,0,0,0,1473,1473,1473,1473,0,1554,1488,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,1258,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,1426,0,1451,0,1496,0,0,0,1577,1577,1572,1572,1591,0,0
1341,1341,1341,0,0,1165,0,0,0,0,0,1300,1321,1321,1321,0,0,0,1352,1352,1352,0,1375,0,0,0,0,0,0,0,0,1311,0,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,1444,1464,1464,1464,1464,1480,1480,1565,1565,0,0,0,0,0,0,0,0,0,0,0,1258,0,1283,0,0,0,1174,1174,1174,0,0,0,0,0,0,0,1426,1426,0,1451,0,1496,0,0,0,0,1561,1561,1572,1572,0,0
0,0,1272,1272,1272,1165,0,0,0,0,1241,1300,1300,1300,1321,0,1275,1275,0,0,1281,0,1375,0,0,0,0,0,0,1278,0,1311,0,0,0,1481,1481,1481,1481,1485,1485,0,0,0,0,1400,0,1444,1444,0,0,1454,1454,1454,1480,1565,0,1458,0,0,0,0,0,0,0,0,0,0,1258,1283,1283,1269,0,0,1174,1143,1143,0,0,0,0,0,0,0,1426,0,0,1436,1436,1436,1436,0,0,0,1561,0,0,0,0,0
0,0,1261,0,1272,1165,0,0,1241,1241,1241,1298,1298,1298,1298,0,1275,0,0,1281,1281,0,1366,0,0,0,0,0,1278,1278,1287,1311,0,0,0,0,1455,1468,0,1485,0,0,0,0,1400,1400,1400,1444,0,1413,1413,1413,1419,1454,0,1565,0,1458,1458,0,0,0,0,0,0,0,0,0,1250,1283,0,1269,0,0,0,0,1143,0,0,0,0,0,0,0,1417,0,0,0,0,1421,0,0,0,0,1561,1556,0,0,0,0
0,1261,1261,0,0,1157,1239,1239,1239,1239,1234,0,1280,0,0,0,1275,0,0,1281,0,1366,1366,0,0,0,0,0,0,1278,1287,1287,0,0,0,1455,1455,1468,1468,1468,0,0,0,0,0,1394,1394,1394,1394,1413,0,0,1419,0,1434,1434,1434,1434,1458,0,0,0,0,0,0,0,0,0,1250,1238,0,1269,0,0,0,0,1143,1212,0,0,0,0,0,1417,1417,0,0,1421,1421,1421,0,0,0,0,1556,1556,1556,0,0,0
0,1261,0,0,1157,1157,0,0,0,1234,1234,1280,1280,0,1259,1259,1259,0,0,1252,0,1366,1357,0,0,1440,0,0,0,1270,1287,0,0,0,0,0,1455,1418,0,0,0,0,0,0,0,0,0,0,1392,1392,0,0,1419,1453,0,1427,0,0,0,0,0,0,0,0,0,0,0,0,1250,1238,1238,1269,0,0,0,1140,1140,1212,0,1203,0,0,1408,1408,1417,0,0,1411,1411,1411,0,0,0,1548,1548,0,1530,0,0,0
0,1176,1176,1176,1157,0,0,0,0,1234,0,0,1280,0,1259,0,0,0,1252,1252,0,1357,1357,0,0,1440,1440,0,0,1270,1270,1270,1339,0,0,0,1418,1418,0,0,0,0,0,0,0,0,0,0,0,1392,1392,1453,1453,1453,0,1427,1427,1427,0,0,0,0,0,0,0,0,0,0,1250,1238,0,1227,0,0,0,0,1140,1212,1203,1203,0,0,1408,0,0,1402,1402,1402,0,0,0,0,0,0,1548,0,1530,1530,0,1515
0,1176,0,1150,1150,0,0,1233,1233,1233,1233,0,1251,1251,1251,1251,0,0,1252,0,0,1353,1357,0,0,0,1440,0,0,0,0,1257,1339,1339,0,0,1418,1414,0,1431,0,0,0,0,0,0,0,0,0,0,1383,1383,1383,1383,0,0,1423,0,0,0,0,0,0,0,0,0,0,1208,1208,1227,1227,1227,0,0,0,0,1140,1212,1203,0,0,0,1408,1368,1368,1368,1368,1402,0,0,0,0,0,0,1548,0,0,1530,1515,1515
0,0,0,1150,0,1137,1137,0,1115,1115,1115,0,0,1246,1246,0,0,1235,1235,1235,0,1353,1353,0,0,0,1404,0,0,0,1257,1257,1257,1339,0,1414,1414,1414,0,1431,1431,0,0,0,0,0,0,0,0,0,0,0,0,1354,1423,1423,1423,0,0,0,0,0,0,0,0,0,1198,0,0,1204,1204,1204,0,0,0,1112,1112,1112,1112,0,0,1337,1337,1337,1337,0,0,0,0,0,0,0,0,1547,1547,0,1441,1441,0,1515
0,0,0,1150,0,1137,1097,1097,1097,0,1115,0,1246,1246,0,0,0,1235,1231,0,0,1353,1350,0,0,1404,1404,1404,0,0,1249,1249,0,0,0,0,1401,1401,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,1354,0,1292,1292,0,0,0,0,1289,0,0,0,0,1198,0,0,1204,0,0,0,0,0,0,0,1100,0,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,1547,0,0,0,1441,0,1461
0,0,0,1104,0,1137,0,0,1097,0,0,0,0,1197,0,0,0,1231,1231,1231,0,1350,1350,1336,1336,0,1377,0,0,0,1249,0,0,0,0,0,1401,0,1422,1422,1422,1422,1416,0,0,0,1384,1384,0,0,0,0,0,0,0,0,1292,1292,0,0,1289,1289,0,0,0,0,1198,0,1185,1185,0,0,0,0,0,0,1100,1100,1100,0,0,1254,1293,1293,0,0,0,0,0,0,0,0,0,1547,0,0,0,1441,1461,1461
0,0,1104,1104,0,0,0,0,1065,0,0,0,0,1197,1197,1197,0,0,1224,0,0,1350,1336,1336,0,0,1377,1377,0,0,1249,0,0,0,0,0,1401,0,0,0,0,1416,1416,0,0,0,0,1384,0,0,0,0,0,0,0,0,1265,1282,1282,0,1266,1289,0,0,0,0,1198,0,1185,0,0,0,0,0,0,0,0,0,1095,0,0,1254,1254,1293,0,0,0,0,0,0,1407,0,1545,1545,1545,1545,0,1424,1461,0
0,0,1104,0,1094,1094,1065,1065,1065,0,0,0,0,0,0,1141,1141,0,1224,1224,0,1319,1319,1313,0,1373,1373,1377,1243,1243,1243,1243,0,0,0,0,1332,1332,1332,0,0,0,1416,0,0,0,0,1384,0,0,0,0,0,0,0,1265,1265,1255,1282,1282,1266,0,0,0,0,0,1189,0,1185,0,0,0,0,0,0,0,0,0,1095,0,0,0,1254,0,0,0,0,0,0,1407,1407,0,0,0,0,1517,0,1424,1424,0
0,0,1092,0,1094,1063,1063,1063,1063,0,0,0,0,0,0,1141,0,0,1224,0,0,1319,1313,1313,0,1309,1373,1373,0,0,1225,1225,0,1330,1330,1330,1332,0,0,1367,1367,1367,1398,1398,1398,0,0,1382,1382,1382,1382,0,0,0,0,1265,1255,1255,0,0,1266,0,0,0,0,0,1189,1189,1154,0,0,0,0,0,0,0,0,0,1095,0,0,0,1229,0,0,0,0,0,0,1407,0,0,0,0,1517,1517,0,0,1424,0
1256,1092,1092,0,1094,0,1059,1059,0,0,0,0,0,0,1127,1141,0,0,1160,0,0,1319,0,1313,0,1309,1309,0,0,0,0,1225,1225,0,0,1330,1326,0,0,0,0,1367,1360,0,1398,0,0,0,0,1349,0,0,0,0,0,0,0,1255,0,0,1266,1232,1232,1232,1232,0,1142,1189,1154,0,0,0,0,0,0,0,0,1085,1095,0,0,0,1229,1229,0,0,0,0,0,1393,0,0,0,0,1517,1500,0,0,1372,0
1256,0,1092,0,0,0,0,1059,0,0,0,0,0,1127,1127,1127,1093,1160,1160,0,0,0,0,1279,0,1309,1236,0,0,0,0,1220,0,0,0,1326,1326,0,0,0,0,1360,1360,1360,1346,1347,1347,0,1349,1349,1349,0,0,0,0,0,0,1199,0,1213,1216,1216,1216,1216,0,1142,1142,0,1154,0,0,0,0,0,0,0,1085,1085,1085,0,0,0,1229,0,0,0,0,0,1393,1393,1356,0,0,0,1500,1500,0,1372,1372,0
1256,1072,1072,1072,0,0,0,1059,0,0,0,0,0,0,0,1093,1093,1160,0,0,0,1215,1279,1279,1279,0,1236,1236,0,0,1220,1220,1220,0,0,1326,0,0,0,0,0,0,0,1346,1346,0,1347,1347,1306,0,0,0,0,0,0,0,1199,1199,1213,1213,1202,0,0,0,0,1139,1142,0,1154,0,0,0,0,0,0,0,0,1079,0,0,0,1214,1214,1214,0,0,0,0,1364,1393,1356,1356,0,0,0,1500,0,1345,1372,0
1256,1006,0,1072,0,0,1044,1044,1044,0,0,0,0,0,0,1093,0,1156,0,0,0,1215,1215,0,1221,1221,1221,1236,0,0,0,1218,0,0,0,1318,1318,1318,1318,0,0,0,0,1346,1273,0,1306,1306,1306,1312,0,0,0,0,0,0,1199,0,1213,1202,1202,1202,0,0,1139,1139,1103,1103,1099,1099,1171,1171,1171,1171,1087,0,1079,1079,1079,0,0,1214,0,0,0,0,0,1364,1364,0,0,1356,1338,1338,1327,1327,1335,1345,0,0
1006,1006,1006,0,0,0,0,0,1044,0,0,1209,1209,0,0,1057,0,1156,1156,1156,0,1190,1215,0,1221,1211,1211,0,0,0,0,1218,1218,0,0,0,1305,0,0,0,0,0,0,1273,1273,0,0,0,1304,1312,1312,0,0,0,0,0,1188,1188,1188,1188,0,0,0,0,1139,1103,1103,1099,1099,0,0,0,0,1087,1087,1087,1076,0,0,0,0,1078,0,0,0,0,0,1364,0,0,0,1338,1338,1327,1335,1335,1335,1345,0,0
0,997,0,0,0,0,0,1043,1043,1043,0,1209,0,0,1057,1057,0,1058,0,0,0,1190,1190,0,0,1211,1169,0,0,0,0,1164,1218,0,0,0,1305,0,0,1334,1334,1334,0,1273,1267,1267,0,0,1304,1304,1312,0,0,0,0,0,0,0,0,1186,0,0,1194,1168,0,0,0,0,1082,0,1074,0,0,0,0,1076,1076,1076,0,0,1078,1078,0,0,0,0,1362,1362,0,0,0,1324,1324,1324,1324,0,1325,1345,0,0
0,997,997,0,1039,0,0,1043,0,0,0,1209,1119,1049,1049,1057,1058,1058,0,0,0,0,1190,0,0,1211,1169,1169,1169,0,0,1164,1164,0,0,0,1305,0,0,1303,1303,1334,0,0,0,1267,1267,0,1244,1304,0,0,0,0,0,0,0,0,0,1186,1186,1194,1194,1168,0,0,0,1082,1082,1074,1074,1074,0,0,0,0,1071,1071,1071,0,1078,0,0,0,0,1362,1362,0,0,0,1291,1291,1291,0,0,1325,1325,1325,0,0
0,997,1039,1039,1039,0,1001,1001,1001,0,0,1119,1119,1049,1022,0,1058,0,0,0,0,0,1153,0,0,0,1166,1166,0,0,0,0,1164,1133,0,0,1305,0,0,1303,0,1285,0,0,0,0,1244,1244,1244,0,0,0,0,0,0,0,0,0,0,0,1186,1194,0,1168,0,0,0,1082,1066,1066,0,0,0,0,0,0,1071,0,1067,1067,1067,1067,0,0,0,0,1358,0,0,0,1291,0,0,0,1301,0,1263,0,0,0
0,992,992,992,1003,0,0,0,1001,0,0,1119,0,1049,1022,1022,1022,0,0,0,0,0,1153,0,0,0,1166,1147,1147,0,0,0,1133,1133,0,0,1299,1299,1299,1303,1285,1285,0,0,0,0,0,1228,1228,1228,0,1351,1351,1351,1351,0,0,0,0,0,1182,1182,0,1168,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,1358,1358,0,1290,1290,1290,1290,0,0,1301,1301,1263,0,1315,0
0,992,1003,1003,1003,0,0,0,985,0,0,1019,0,0,0,1012,0,0,0,0,0,0,1153,0,0,0,1166,1147,0,0,0,1128,1133,0,0,0,0,0,1299,1284,1285,0,0,0,0,0,0,1228,0,0,0,1271,0,0,0,0,0,0,0,0,1182,1098,1098,1098,0,1046,1046,1046,1046,1066,0,0,0,0,0,0,0,1054,1054,0,0,0,0,0,0,1358,1288,1288,1288,0,0,1274,1274,1274,1274,1301,1315,1315,1315,0
0,0,0,943,943,943,0,0,985,0,0,1019,1019,1019,1012,1012,0,0,0,0,0,1152,1153,0,0,1086,0,1147,0,0,1128,1128,1128,0,0,0,0,0,1284,1284,1284,0,0,0,0,1217,1217,1217,1217,0,0,1271,1271,1271,0,0,0,0,0,0,1182,0,1030,1098,0,0,1013,1013,1013,989,989,989,0,1061,0,0,0,1054,0,0,0,0,0,0,0,0,1288,0,1268,1268,1268,0,1183,0,0,0,1263,1286,1286,0
0,0,0,0,0,933,933,933,985,0,952,952,0,975,1012,0,0,0,0,0,0,1152,1152,0,0,1086,1086,1120,1120,1120,1120,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,1201,1201,1201,1201,0,0,1180,0,0,0,0,0,0,0,0,0,1030,1030,1030,1009,1009,967,0,1013,0,987,989,1061,1061,1061,0,1050,1050,1050,0,0,0,0,0,0,0,0,0,0,0,1268,1207,1183,1183,1219,1240,1240,1240,1286,0
0,0,0,0,0,0,931,933,985,952,952,946,975,975,975,0,0,0,0,0,0,0,1152,1121,1024,1086,0,1028,0,0,0,0,0,0,0,0,0,1195,1195,0,0,0,0,0,0,0,0,0,1200,0,1180,1180,0,0,0,0,0,0,0,0,0,0,0,1009,1009,967,967,967,0,0,987,987,0,986,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,1207,1207,0,1183,1219,1219,0,1240,0,0
0,0,0,0,0,0,931,931,931,0,0,946,946,0,962,0,0,0,0,0,0,1121,1121,1121,1024,1024,0,1028,0,0,0,0,0,0,0,1178,0,1195,0,0,0,0,0,0,0,0,0,1200,1200,1200,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,945,945,945,987,0,986,986,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,1207,1181,1181,1181,1181,1219,0,0,0,0
0,0,0,0,0,0,890,0,0,0,0,0,946,962,962,0,0,0,0,1116,0,0,0,1080,0,1024,0,1028,0,0,0,0,0,0,0,1178,1178,1193,0,0,0,0,0,0,0,0,0,1187,0,0,1177,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,986,980,0,1047,1047,0,0,0,0,0,1237,1237,1237,1237,0,0,0,0,1159,0,0,0,0,0,0,0
0,0,0,0,0,890,890,0,0,0,0,0,935,962,0,0,0,0,0,1116,1116,0,1080,1080,0,1016,0,1028,0,0,0,0,1117,1117,0,1178,0,1193,1193,1193,0,0,0,0,0,0,0,1187,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,980,980,0,1047,0,0,0,0,0,0,0,0,0,1226,0,0,0,0,1159,1159,1159,0,0,0,0,0
0,0,0,0,0,0,890,0,0,0,0,0,935,935,0,0,0,0,0,0,1116,0,1080,0,0,1016,1016,1016,0,0,0,0,0,1117,1123,1123,1123,1123,0,0,0,0,0,0,0,0,0,1187,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,980,966,0,1015,0,1038,1038,0,0,0,0,0,1226,1226,1222,0,0,0,0,1158,0,0,0,0,0,0
0,0,0,0,0,0,878,878,878,916,916,916,935,0,0,0,0,0,0,0,1035,1035,1005,1007,1007,1007,1007,0,0,0,0,0,0,1117,1107,0,0,0,0,0,0,0,0,0,0,0,0,1187,1161,1161,1161,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,966,966,0,1015,1015,944,1038,0,0,0,0,0,1226,1222,1222,0,0,0,1158,1158,0,0,1149,0,0,0
0,0,0,0,0,0,0,0,878,916,877,0,881,0,0,905,0,1021,0,0,0,1035,1005,1005,0,0,0,0,0,0,0,0,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,0,0,1260,1260,1260,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,940,0,0,0,966,0,1015,944,944,1038,0,0,0,0,0,0,1196,1222,0,0,0,1158,0,0,1149,1149,0,0,0
0,0,0,0,0,0,0,0,872,877,877,881,881,0,905,905,1021,1021,0,0,0,1035,0,1005,0,0,0,0,1102,1102,0,1118,0,1107,0,0,0,0,0,0,0,0,0,1245,0,0,0,1146,1145,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,930,930,930,930,944,0,0,0,1206,0,0,0,1196,0,0,0,0,1111,1111,1111,1149,1131,0,0,0
0,0,978,0,0,0,0,0,872,872,877,881,0,0,905,0,0,1021,1025,1025,1025,1025,999,999,999,999,0,0,1102,0,1118,1118,0,1101,0,0,0,0,0,0,0,0,1245,1245,0,0,0,0,1145,1145,0,1247,1247,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,925,925,927,927,927,927,0,0,0,1206,1206,1223,1223,1196,0,0,0,0,1111,0,0,1131,1131,1131,1126,0
0,0,978,0,0,0,0,0,0,872,0,875,875,875,875,0,0,1000,1018,0,0,0,0,995,0,0,0,0,1102,0,1118,0,1101,1101,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,1145,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,913,913,913,910,925,925,0,0,0,0,0,0,1179,1206,1223,0,1196,0,0,0,0,1106,0,0,0,0,1126,1126,0
0,0,978,0,0,0,0,0,0,871,871,871,871,0,0,0,1000,1000,1018,1018,1014,0,995,995,0,0,0,0,991,0,1088,1088,1101,0,0,0,0,0,0,0,0,0,1230,1230,1230,0,0,1144,1144,1144,0,0,1173,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,910,0,0,0,0,0,0,0,0,1179,1179,1223,1191,1191,0,0,0,0,1106,0,0,0,0,1126,0,0
0,0,978,0,0,0,0,0,0,862,0,0,0,0,0,0,1000,982,1018,0,1014,1014,995,0,0,0,0,0,991,991,991,1088,1088,0,0,0,0,0,0,0,0,0,1205,0,1230,0,0,0,0,1144,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,910,0,0,0,0,0,0,0,0,1179,1163,1163,1191,0,1192,1192,1192,0,1106,0,0,0,0,1069,0,0
0,929,929,0,0,0,0,0,862,862,856,0,0,0,0,0,0,982,982,982,0,1014,955,0,0,0,0,0,976,976,972,0,0,0,0,0,0,0,0,0,0,0,1205,1205,0,0,1148,0,1135,1135,1135,0,1170,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,888,888,0,0,0,0,0,0,0,0,0,0,1163,1191,0,1192,1114,1114,0,1106,0,0,0,1069,1069,0,0
0,0,929,929,0,0,0,0,862,856,856,0,0,0,0,0,0,0,981,981,981,981,955,955,970,970,977,976,976,972,972,0,0,0,0,0,0,0,1175,1175,1175,1175,1172,1205,1148,1148,1148,1122,1135,0,0,0,1170,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,921,921,0,0,887,887,887,887,0,0,0,0,0,0,0,0,0,0,1163,1136,0,0,0,1114,1114,1096,0,0,0,1069,0,0,0
